28.0	32.0	15.0	14.0
29.0	32.0	14.0	14.0
27.0	33.0	15.0	13.0
29.0	34.0	14.0	12.0
29.0	33.0	14.0	13.0
28.0	33.0	15.0	13.0
26.0	33.0	16.0	14.0
29.0	34.0	15.0	12.0
28.0	33.0	15.0	13.0
28.0	33.0	15.0	13.0
28.0	33.0	16.0	14.0
28.0	33.0	15.0	13.0
30.0	34.0	13.0	11.0
28.0	33.0	15.0	14.0
28.0	33.0	14.0	13.0
27.0	33.0	16.0	14.0
28.0	33.0	15.0	13.0
27.0	32.0	16.0	14.0
29.0	33.0	15.0	13.0
28.06844139099121	32.19990921020508	15.313545227050781	13.27173900604248
30.0	34.0	13.0	12.0
29.0	32.0	16.0	14.0
28.0	33.0	15.0	13.0
28.0	33.0	15.0	13.0
29.0	33.0	14.0	13.0
27.0	33.0	15.0	13.0
30.0	34.0	14.0	12.0
28.0	33.0	16.0	14.0
28.0	33.0	16.0	14.0
28.0	34.0	15.0	12.0
29.0	33.0	14.0	13.0
28.0	33.0	15.0	14.0
28.0	33.0	15.0	13.0
28.0	33.0	15.0	13.0
29.0	32.0	14.0	13.0
28.0	33.0	15.0	13.0
28.0	31.0	16.0	15.0
29.0	32.0	14.0	14.0
28.0	34.0	15.0	13.0
27.0	32.0	16.0	14.0
29.0	34.0	14.0	12.0
29.0	33.0	15.0	13.0
27.0	33.0	16.0	14.0
29.0	31.0	14.0	15.0
28.0	33.0	15.0	13.0
28.0	33.0	15.0	13.0
28.0	31.0	16.0	15.0
26.0	33.0	15.0	13.0
27.0	33.0	16.0	13.0
26.0	47.0	15.0	17.0
27.0	45.0	15.0	15.0
28.0	41.0	17.0	16.0
29.0	39.0	18.0	15.0
30.0	35.0	18.0	16.0
32.0	33.0	17.0	16.0
37.0	31.0	17.0	16.0
41.0	31.0	18.0	16.0
48.0	30.0	17.0	15.0
51.0	30.0	18.0	16.0
58.0	30.0	16.0	14.0
63.0	29.0	16.0	14.0
67.0	28.0	15.0	14.0
72.0	26.0	15.0	14.0
76.0	25.0	15.0	14.0
80.0	25.0	15.0	14.0
86.0	26.0	15.0	13.0
92.0	25.0	14.0	13.0
96.0	25.0	14.0	13.0
99.5118179321289	25.252338409423828	14.151034355163574	13.140246391296387
97.6916732788086	23.322216033935547	13.886970520019531	12.895044326782227
95.77359008789062	24.088802337646484	13.833044052124023	12.844968795776367
93.44979095458984	24.855087280273438	13.674650192260742	12.697888374328613
71.0	46.0	14.0	16.0
73.0	48.0	16.0	15.0
76.0	48.0	15.0	16.0
76.93800354003906	44.36985778808594	15.142436027526855	16.151931762695312
82.92103576660156	47.133872985839844	15.372149467468262	16.396961212158203
83.96239471435547	51.86479568481445	14.895825386047363	15.888882637023926
91.99439239501953	50.713905334472656	14.841690063476562	15.831136703491211
94.7013168334961	42.10326385498047	14.886571884155273	15.879011154174805
97.25330352783203	40.797882080078125	14.876622200012207	15.868395805358887
96.0272216796875	42.54429244995117	14.889752388000488	15.882400512695312
89.03086853027344	52.60820770263672	14.890154838562012	15.882827758789062
97.37367248535156	41.83701705932617	14.961950302124023	15.9594087600708
91.50129699707031	27.18916893005371	15.298406600952148	16.318296432495117
93.03910064697266	22.74088478088379	15.38844108581543	16.41433334350586
96.19529724121094	16.749975204467773	15.617887496948242	16.659076690673828
104.97892761230469	0.849146842956543	15.740697860717773	16.79007339477539
100.06045532226562	0.5643974542617798	15.931198120117188	16.993274688720703
97.77083587646484	1.0595452785491943	15.8515625	16.908329010009766
101.19209289550781	0.5710464715957642	16.0775089263916	17.14933967590332
98.56510925292969	0.817418098449707	16.306175231933594	17.393247604370117
97.48639678955078	0.25876444578170776	16.229230880737305	17.311172485351562
99.23544311523438	0.09111861884593964	16.291366577148438	17.377450942993164
95.75721740722656	1.3389701843261719	16.43454360961914	17.53017234802246
100.96674346923828	1.1474822759628296	16.540544509887695	17.643238067626953
94.54890441894531	1.146793007850647	16.826635360717773	17.948400497436523
142.0	72.0	16.0	18.0
144.0	73.0	17.0	18.0
147.0	74.0	17.0	18.0
150.0	76.0	17.0	17.0
153.0	76.0	17.0	18.0
156.0	77.0	17.0	19.0
159.0	78.0	17.0	18.0
162.50160217285156	79.13053131103516	17.400476455688477	18.424034118652344
165.0	80.0	17.0	19.0
168.56491088867188	81.26499938964844	16.995147705078125	18.994579315185547
171.0	83.0	18.0	19.0
174.0	84.0	18.0	18.0
366.0	81.0	17.0	18.0
365.0	81.0	18.0	19.0
365.4476623535156	81.83746337890625	18.08987045288086	19.094863891601562
364.5220642089844	81.38627624511719	18.455875396728516	19.481204986572266
364.0	83.0	18.0	19.0
193.0	90.0	18.0	20.0
364.0	84.0	17.0	18.0
363.0	85.0	18.0	18.0
362.73175048828125	85.16114807128906	18.042919158935547	18.042919158935547
362.0107727050781	85.166748046875	18.52448272705078	18.52448272705078
362.0	86.0	18.0	18.0
361.72235107421875	86.19556427001953	18.094539642333984	18.094539642333984
360.78045654296875	87.20835876464844	18.49428367614746	18.49428367614746
360.892333984375	86.8906478881836	18.532047271728516	18.532047271728516
359.7804260253906	87.45266723632812	19.058208465576172	19.058208465576172
359.6585388183594	87.66950988769531	19.55315399169922	19.55315399169922
358.5212707519531	87.68036651611328	19.8835506439209	19.8835506439209
357.8885803222656	88.21780395507812	20.078800201416016	20.078800201416016
357.72930908203125	88.951904296875	20.4063663482666	20.4063663482666
357.0140075683594	88.1664810180664	20.446308135986328	20.446308135986328
357.2275390625	89.49638366699219	19.866504669189453	19.866504669189453
356.9519348144531	89.73207092285156	19.363910675048828	19.363910675048828
356.71466064453125	90.84843444824219	19.358287811279297	19.358287811279297
355.66162109375	90.94879913330078	19.595199584960938	19.595199584960938
355.17669677734375	90.86553955078125	19.555843353271484	19.555843353271484
354.83233642578125	91.80068969726562	19.670196533203125	19.670196533203125
354.4325256347656	91.95137786865234	19.956422805786133	19.956422805786133
354.214111328125	91.78092956542969	20.082998275756836	20.082998275756836
353.5397033691406	92.22270202636719	20.220943450927734	20.220943450927734
352.8869323730469	92.50943756103516	20.427968978881836	20.427968978881836
351.9687194824219	92.28583526611328	20.658605575561523	20.658605575561523
352.66949462890625	92.93397521972656	20.89113998413086	20.89113998413086
351.5090637207031	93.50616455078125	20.80312728881836	20.80312728881836
350.958251953125	93.01429748535156	21.24239158630371	21.24239158630371
350.8658142089844	93.5264892578125	20.938425064086914	20.938425064086914
350.6015930175781	94.12141418457031	20.85269546508789	20.85269546508789
349.8287353515625	94.8280258178711	20.696409225463867	20.696409225463867
349.83563232421875	94.70260620117188	20.787656784057617	20.787656784057617
349.5096130371094	94.57823181152344	21.022348403930664	21.022348403930664
347.08197021484375	93.54124450683594	21.23508071899414	21.23508071899414
349.2237243652344	94.11011505126953	21.341833114624023	21.341833114624023
348.62139892578125	95.65641784667969	20.91390609741211	20.91390609741211
349.0	98.0	20.0	21.0
345.68865966796875	94.48834228515625	19.76702880859375	20.755380630493164
349.0	100.0	18.0	18.0
347.99615478515625	97.84133911132812	18.273529052734375	18.273529052734375
352.1189270019531	96.81807708740234	17.983034133911133	17.983034133911133
344.6695556640625	100.26110076904297	17.973026275634766	17.973026275634766
345.673828125	103.0174789428711	17.943347930908203	17.943347930908203
345.6399230957031	101.0201187133789	17.87265968322754	17.87265968322754
356.7156066894531	102.94062805175781	17.56045913696289	17.56045913696289
343.64495849609375	98.15516662597656	17.84608268737793	17.84608268737793
346.0	101.0	18.0	19.0
345.0	100.0	18.0	20.0
352.64251708984375	110.8302230834961	18.046350479125977	20.05150032043457
351.0125427246094	103.18180847167969	18.070987701416016	20.078876495361328
344.0	101.0	19.0	19.0
